sample_id,state,district,crop,season,soil_type,rainfall_mm,temperature_c,humidity_percent,soil_moisture_percent,nitrogen,phosphorus,potassium,ph,ndvi,evi,latitude,longitude,area_hectare,yield_ton_per_hectare,crop_health_status
AGRI-0392,Uttar Pradesh,D4,Maize,Zaid,Loam,719.4,33.48,61.22,16.07,31.9,32.99,51.72,5.4,0.589,0.472,15.76514,68.22478,0.92,5.54,Poor
AGRI-0393,Madhya Pradesh,D1,Maize,Rabi,Black Soil,1026.58,19.04,49.89,41.82,75.98,57.4,75.32,5.19,0.597,0.676,14.05926,72.54391,5.88,7.13,Moderate
AGRI-0394,Madhya Pradesh,D2,Maize,Rabi,Clay,1369.6,18.26,36.6,21.07,71.14,33.82,111.53,7.13,0.724,0.251,14.69445,74.65423,1.25,6.86,Moderate
AGRI-0395,Uttar Pradesh,D1,Maize,Rabi,Clay,1408.26,33.91,68.28,39.98,124.67,14.44,81.32,7.5,0.534,0.143,30.77917,68.63135,1.55,8.09,Moderate
AGRI-0396,Maharashtra,D4,Wheat,Kharif,Loam,909.85,27.54,56.77,46.46,123.93,10.2,128.64,6.3,0.537,0.395,16.62265,80.15808,1.7,7.98,Healthy
AGRI-0397,Madhya Pradesh,D5,Soybean,Kharif,Black Soil,848.11,20.62,51.43,37.08,105.76,18.09,120.7,7.38,0.688,0.151,8.0865,79.37601,7.47,7.07,Moderate
AGRI-0398,Tamil Nadu,D1,Soybean,Rabi,Silty,656.56,22.71,82.68,33.46,86.23,73.38,37.71,7.5,0.529,0.257,26.76035,69.94072,5.62,5.81,Moderate
AGRI-0399,Madhya Pradesh,D1,Soybean,Rabi,Alluvial,1404.76,36.65,76.07,28.57,70.05,86.91,26.84,8.27,0.606,0.176,24.7826,79.9002,5.42,7.37,Moderate
AGRI-0400,Punjab,D3,Cotton,Kharif,Black Soil,507.1,35.19,82.18,25.12,59.18,44.16,142.91,5.23,0.808,0.234,11.08564,87.97308,4.67,5.42,Moderate
AGRI-0401,Madhya Pradesh,D5,Sugarcane,Kharif,Sandy,987.81,32.2,62.22,24.71,124.18,51.01,31.18,5.67,0.461,0.164,31.6377,86.88938,2.7,9.47,Moderate
AGRI-0402,Maharashtra,D2,Soybean,Kharif,Clay,660.81,27.64,42.2,34.91,86.32,21.75,40.77,5.24,0.45,0.672,22.59349,68.05342,5.16,5.82,Moderate
AGRI-0403,Uttar Pradesh,D4,Maize,Kharif,Sandy,656.91,28.41,73.29,39.05,83.7,54.08,23.1,8.04,0.182,0.267,20.01871,83.90757,3.58,5.48,Poor
AGRI-0404,Punjab,D2,Maize,Rabi,Silty,795.47,37.5,46.33,36.43,45.51,21.57,107.97,7.77,0.609,0.366,17.17326,75.07211,1.59,6.36,Moderate
AGRI-0405,Madhya Pradesh,D5,Soybean,Kharif,Sandy,1448.67,37.32,59.27,19.14,25.14,58.9,101.53,7.01,0.201,0.639,29.56815,69.27303,5.67,4.01,Poor
AGRI-0406,Maharashtra,D1,Soybean,Rabi,Black Soil,410.46,22.31,38.58,29.78,123.97,84.66,158.17,5.29,0.533,0.506,13.85512,73.91966,1.47,6.21,Moderate
AGRI-0407,Tamil Nadu,D1,Maize,Zaid,Sandy,986.4,34.22,80.39,40.5,54.51,25.66,144.17,5.96,0.743,0.471,14.85845,74.43473,1.93,6.98,Healthy
AGRI-0408,Madhya Pradesh,D5,Cotton,Zaid,Silty,440.83,21.94,41.93,29.13,68.68,71.17,77.52,6.04,0.565,0.523,10.93786,78.46488,6.63,5.26,Moderate
AGRI-0409,Maharashtra,D1,Rice,Kharif,Silty,519.97,22.27,84.67,31.32,32.61,11.88,72.02,6.96,0.369,0.597,26.21886,81.22168,5.45,7.58,Moderate
AGRI-0410,Tamil Nadu,D1,Rice,Zaid,Silty,833.52,31.52,82.53,39.76,112.06,40.04,61.56,5.9,0.73,0.627,22.29318,82.98111,5.23,9.85,Healthy
AGRI-0411,Uttar Pradesh,D1,Soybean,Zaid,Black Soil,911.51,26.1,60.55,35.81,23.04,18.86,41.34,5.26,0.369,0.486,22.61759,72.91806,3.64,5.13,Poor
AGRI-0412,Madhya Pradesh,D4,Wheat,Zaid,Silty,634.67,36.63,75.94,26.74,111.74,38.2,39.33,7.56,0.693,0.634,13.24329,74.43541,3.47,6.46,Moderate
AGRI-0413,Tamil Nadu,D4,Soybean,Kharif,Clay,698.1,19.78,69.07,44.23,35.43,23.88,38.52,6.05,0.607,0.421,23.62804,74.16763,5.68,5.42,Moderate
AGRI-0414,Punjab,D3,Soybean,Kharif,Silty,445.66,28.23,79.17,17.85,117.52,39.86,35.98,6.58,0.299,0.266,26.371,75.25474,6.05,5.26,Moderate
AGRI-0415,Uttar Pradesh,D2,Rice,Zaid,Sandy,683.54,36.37,58.75,47.84,100.27,43.4,53.67,5.45,0.814,0.628,16.58932,87.99313,4.33,8.95,Healthy
AGRI-0416,Punjab,D5,Maize,Rabi,Alluvial,1413.21,36.08,78.22,16.28,38.11,34.05,62.93,7.81,0.32,0.425,27.23233,83.55887,7.77,4.77,Poor
AGRI-0417,Karnataka,D5,Soybean,Zaid,Sandy,1389.18,21.13,60.44,12.54,82.24,62.53,154.62,6.98,0.873,0.644,16.37097,87.49981,7.67,8.02,Moderate
AGRI-0418,Haryana,D5,Maize,Kharif,Alluvial,718.37,25.33,86.75,44.04,54.39,83.51,100.99,8.16,0.185,0.124,26.19532,81.86222,3.59,6.07,Moderate
AGRI-0419,Madhya Pradesh,D3,Maize,Kharif,Sandy,977.94,30.38,61.75,20.82,39.61,42.05,158.26,6.73,0.364,0.339,8.80952,76.12541,6.65,5.97,Poor
AGRI-0420,Tamil Nadu,D4,Wheat,Kharif,Black Soil,1350.55,21.19,60.44,38.27,114.51,25.39,72.15,8.29,0.32,0.669,21.22795,75.79488,4.57,7.0,Poor
AGRI-0421,Haryana,D3,Maize,Zaid,Sandy,356.8,37.36,78.18,41.2,64.39,31.66,84.07,8.12,0.19,0.25,31.26864,77.77162,4.34,4.36,Poor
AGRI-0422,Haryana,D5,Rice,Rabi,Black Soil,1241.75,36.29,80.19,42.92,63.84,78.32,65.44,7.02,0.693,0.665,31.54987,76.3374,0.91,9.2,Healthy
AGRI-0423,Tamil Nadu,D2,Cotton,Kharif,Black Soil,1393.21,21.34,65.5,47.7,38.69,55.73,45.6,8.27,0.665,0.672,14.76206,84.56652,4.8,6.13,Moderate
AGRI-0424,Uttar Pradesh,D1,Cotton,Kharif,Silty,450.46,20.42,44.89,22.59,62.14,46.4,40.04,6.13,0.735,0.629,18.59358,77.30004,7.25,5.21,Moderate
AGRI-0425,Madhya Pradesh,D4,Sugarcane,Zaid,Clay,527.59,19.71,60.73,37.57,115.88,21.97,152.31,6.28,0.36,0.438,9.51147,73.91229,6.35,8.81,Moderate
AGRI-0426,Karnataka,D4,Soybean,Rabi,Alluvial,1406.82,36.19,88.24,16.15,59.94,45.98,158.15,5.16,0.491,0.488,28.96019,83.49721,6.4,4.77,Poor
AGRI-0427,Punjab,D3,Rice,Zaid,Silty,941.29,21.87,76.41,26.65,124.68,32.28,26.29,7.06,0.641,0.622,21.64573,85.08841,1.7,9.68,Healthy
AGRI-0428,Maharashtra,D4,Maize,Kharif,Silty,365.62,26.33,79.61,42.53,124.09,85.45,41.05,7.53,0.488,0.566,17.24242,76.40858,3.19,6.73,Healthy
AGRI-0429,Punjab,D5,Cotton,Rabi,Black Soil,633.4,26.98,36.81,25.24,35.94,80.73,79.29,7.71,0.668,0.478,10.70649,81.35617,2.25,5.57,Moderate
AGRI-0430,Maharashtra,D5,Rice,Rabi,Black Soil,844.94,29.98,60.73,33.28,39.5,16.71,46.09,5.52,0.624,0.689,30.72241,69.17609,2.87,8.09,Moderate
AGRI-0431,Punjab,D3,Cotton,Kharif,Alluvial,1112.2,19.43,70.56,30.14,114.89,51.33,70.94,6.55,0.26,0.511,20.72526,78.5893,4.85,4.62,Poor
AGRI-0432,Tamil Nadu,D5,Maize,Rabi,Sandy,1156.48,22.54,80.65,35.25,63.2,28.0,38.07,5.62,0.727,0.685,14.79027,68.89962,3.24,7.7,Healthy
AGRI-0433,Karnataka,D2,Cotton,Rabi,Sandy,1444.96,36.63,37.71,47.02,20.48,42.86,83.91,7.32,0.684,0.134,16.40516,68.58382,4.71,5.77,Moderate
AGRI-0434,Madhya Pradesh,D3,Soybean,Zaid,Silty,666.26,36.17,81.88,14.01,50.13,80.15,58.04,5.55,0.639,0.183,14.49673,80.2585,3.79,6.18,Poor
AGRI-0435,Maharashtra,D2,Soybean,Kharif,Loam,942.04,33.63,65.16,32.66,85.74,52.2,69.27,8.16,0.289,0.371,22.44344,74.06671,2.65,4.94,Poor
AGRI-0436,Madhya Pradesh,D1,Sugarcane,Kharif,Loam,936.66,18.39,45.85,43.07,107.92,36.74,33.2,5.81,0.368,0.331,30.31913,82.85074,1.22,9.29,Moderate
AGRI-0437,Madhya Pradesh,D2,Sugarcane,Kharif,Sandy,796.21,24.54,52.45,29.33,34.67,26.63,79.94,6.02,0.455,0.57,28.56065,85.92165,7.19,7.96,Moderate
AGRI-0438,Madhya Pradesh,D1,Cotton,Kharif,Loam,536.08,30.56,50.51,14.83,32.16,74.03,157.66,7.98,0.376,0.196,19.04914,70.78782,0.59,4.43,Poor
AGRI-0439,Rajasthan,D1,Rice,Kharif,Sandy,1425.2,23.5,64.2,32.18,121.43,59.96,66.04,6.6,0.339,0.686,27.83598,82.49046,0.51,8.5,Moderate
AGRI-0440,Uttar Pradesh,D2,Soybean,Rabi,Black Soil,1288.65,36.19,37.84,23.95,102.63,47.45,142.7,5.08,0.744,0.289,18.15453,78.2904,6.7,6.38,Moderate
AGRI-0441,Punjab,D3,Rice,Zaid,Silty,898.17,30.68,43.72,17.58,84.88,27.4,138.05,6.73,0.627,0.357,14.05537,70.24239,7.98,8.22,Moderate
AGRI-0442,Madhya Pradesh,D5,Rice,Kharif,Clay,1013.57,19.44,79.7,42.57,104.61,36.74,153.29,5.3,0.576,0.265,31.60196,81.03185,5.95,8.82,Moderate
AGRI-0443,Punjab,D5,Cotton,Zaid,Silty,599.99,36.18,42.29,30.78,67.17,86.79,130.62,8.45,0.338,0.448,15.2933,80.18934,0.61,4.31,Poor
AGRI-0444,Madhya Pradesh,D1,Rice,Zaid,Sandy,948.17,37.16,47.84,45.6,103.43,51.61,112.34,7.06,0.823,0.135,15.76938,78.31284,2.2,11.82,Healthy
AGRI-0445,Maharashtra,D1,Soybean,Rabi,Sandy,1114.47,19.55,59.94,41.02,60.9,42.06,139.92,5.9,0.314,0.19,31.75263,86.52942,7.79,6.83,Poor
AGRI-0446,Uttar Pradesh,D3,Maize,Kharif,Silty,916.68,28.65,63.44,36.95,46.85,51.71,30.59,6.97,0.736,0.547,11.21426,78.42159,6.56,7.68,Healthy
AGRI-0447,Uttar Pradesh,D4,Sugarcane,Rabi,Alluvial,1439.31,24.07,77.0,12.18,100.19,72.32,84.8,5.27,0.857,0.212,26.25282,87.8103,4.75,12.54,Moderate
AGRI-0448,Tamil Nadu,D2,Maize,Kharif,Sandy,1022.48,25.86,59.6,27.4,66.16,37.21,158.5,7.8,0.689,0.241,30.45951,78.18458,2.28,7.29,Moderate
AGRI-0449,Rajasthan,D1,Rice,Rabi,Loam,758.07,21.59,78.44,19.11,127.95,24.3,127.74,8.24,0.875,0.576,20.28308,70.31704,0.61,8.78,Healthy
AGRI-0450,Tamil Nadu,D5,Maize,Zaid,Loam,1199.37,29.56,69.01,44.79,58.44,56.79,154.69,8.06,0.636,0.156,8.06052,77.40943,0.66,8.27,Healthy
AGRI-0451,Tamil Nadu,D3,Soybean,Kharif,Sandy,537.51,37.16,41.22,18.29,121.39,63.22,129.15,6.2,0.332,0.362,17.00141,71.64658,5.09,5.11,Poor
AGRI-0452,Tamil Nadu,D2,Soybean,Zaid,Sandy,772.97,28.06,43.6,22.3,122.63,67.02,142.48,6.14,0.323,0.114,10.67766,79.94267,0.66,6.23,Moderate
AGRI-0453,Tamil Nadu,D3,Rice,Zaid,Alluvial,731.65,19.66,59.04,30.61,46.6,80.56,118.91,5.12,0.407,0.308,17.9885,81.86264,7.95,7.38,Poor
AGRI-0454,Tamil Nadu,D2,Cotton,Rabi,Loam,824.99,30.4,56.83,21.48,107.8,39.69,126.47,7.28,0.185,0.519,26.96064,77.36871,1.88,4.2,Poor
AGRI-0455,Karnataka,D2,Maize,Kharif,Sandy,1209.96,24.8,75.89,19.56,67.64,16.03,93.24,6.87,0.657,0.154,18.52908,69.95406,5.83,7.49,Moderate
AGRI-0456,Uttar Pradesh,D1,Cotton,Zaid,Sandy,882.59,35.12,66.94,33.57,120.93,86.67,149.39,6.61,0.368,0.633,18.3662,77.37283,1.66,5.86,Moderate
AGRI-0457,Tamil Nadu,D3,Cotton,Rabi,Alluvial,1223.42,26.69,56.35,15.2,69.51,44.8,135.51,8.18,0.751,0.646,21.36295,69.62908,4.55,6.77,Moderate
AGRI-0458,Madhya Pradesh,D3,Wheat,Kharif,Alluvial,984.14,21.86,44.39,14.09,101.87,59.86,138.14,5.59,0.431,0.163,21.96057,81.64252,1.1,6.22,Poor
AGRI-0459,Uttar Pradesh,D5,Rice,Kharif,Silty,726.28,21.82,47.48,25.4,71.37,63.3,114.22,5.03,0.516,0.694,28.55111,83.80736,6.25,7.66,Poor
AGRI-0460,Uttar Pradesh,D5,Sugarcane,Zaid,Alluvial,1240.98,33.38,66.65,37.94,45.06,53.72,62.64,5.26,0.856,0.279,15.40053,87.24761,4.89,11.9,Moderate
AGRI-0461,Haryana,D1,Soybean,Kharif,Clay,612.12,23.31,58.29,31.97,41.93,26.42,24.99,5.78,0.35,0.15,27.72011,70.97604,1.15,4.62,Poor
AGRI-0462,Karnataka,D1,Soybean,Zaid,Loam,596.82,33.34,63.32,27.22,66.8,70.41,150.99,5.12,0.685,0.103,21.58241,78.64841,6.86,5.94,Moderate
AGRI-0463,Tamil Nadu,D4,Rice,Kharif,Silty,904.95,22.12,44.39,32.37,103.1,74.3,102.06,6.76,0.709,0.345,15.21271,79.35075,4.6,10.0,Healthy
AGRI-0464,Punjab,D5,Sugarcane,Rabi,Clay,636.93,24.43,71.46,25.16,86.56,54.24,61.74,6.1,0.335,0.478,15.08303,86.44953,7.41,8.35,Moderate
AGRI-0465,Maharashtra,D2,Soybean,Zaid,Sandy,360.0,27.31,81.89,45.7,95.75,49.08,40.88,5.63,0.531,0.299,16.6673,80.54553,7.37,5.88,Healthy
AGRI-0466,Rajasthan,D3,Rice,Zaid,Sandy,1063.13,36.86,49.19,13.98,51.06,19.12,136.13,7.63,0.425,0.602,22.94464,70.91019,7.4,5.96,Poor
AGRI-0467,Madhya Pradesh,D1,Soybean,Kharif,Silty,912.2,36.63,62.03,36.24,72.96,16.72,137.11,5.72,0.72,0.53,13.53948,76.72703,1.08,7.51,Moderate
AGRI-0468,Punjab,D3,Cotton,Kharif,Alluvial,840.07,22.14,88.65,44.09,24.88,37.17,134.03,7.41,0.616,0.31,30.08801,81.09525,1.41,5.78,Moderate
AGRI-0469,Karnataka,D3,Maize,Zaid,Sandy,1413.67,25.16,53.33,40.94,109.93,34.87,110.31,6.22,0.513,0.541,21.7979,82.00569,7.91,8.68,Moderate
AGRI-0470,Maharashtra,D4,Maize,Kharif,Black Soil,978.32,20.99,67.73,18.63,128.89,86.29,71.24,6.79,0.726,0.664,30.08038,85.26148,4.16,8.17,Healthy
AGRI-0471,Karnataka,D5,Soybean,Rabi,Silty,1299.77,28.2,39.96,22.65,64.76,72.69,62.57,8.27,0.345,0.156,9.1137,71.61014,2.29,6.06,Poor
AGRI-0472,Madhya Pradesh,D1,Wheat,Kharif,Clay,503.4,27.21,68.33,37.81,21.21,62.79,21.2,5.13,0.708,0.284,16.22267,87.03084,6.27,7.19,Moderate
AGRI-0473,Uttar Pradesh,D3,Sugarcane,Rabi,Silty,976.13,36.02,39.93,15.03,38.68,51.41,136.71,6.75,0.786,0.378,8.54738,69.18279,2.48,10.45,Moderate
AGRI-0474,Maharashtra,D1,Sugarcane,Rabi,Loam,1304.78,36.6,87.76,41.23,91.78,23.39,32.24,7.99,0.795,0.399,14.53404,87.67524,5.95,10.99,Healthy
AGRI-0475,Uttar Pradesh,D2,Sugarcane,Rabi,Alluvial,991.42,25.67,74.36,37.88,87.33,88.28,108.31,7.06,0.729,0.425,28.68816,85.15534,6.78,11.71,Healthy
AGRI-0476,Madhya Pradesh,D4,Cotton,Rabi,Alluvial,1139.82,27.83,78.35,38.27,106.67,40.0,90.57,5.97,0.466,0.28,8.87863,81.20546,6.38,5.79,Moderate
AGRI-0477,Punjab,D2,Sugarcane,Rabi,Silty,759.25,35.92,73.73,15.61,47.93,18.55,93.74,6.39,0.867,0.5,18.46753,82.69991,2.56,9.22,Moderate
AGRI-0478,Madhya Pradesh,D1,Maize,Kharif,Sandy,451.69,34.13,67.44,37.84,104.0,49.5,149.74,7.38,0.446,0.487,10.82161,69.45384,3.51,5.6,Moderate
AGRI-0479,Punjab,D1,Cotton,Rabi,Sandy,853.69,18.07,59.75,36.47,95.68,79.92,24.43,8.12,0.627,0.447,18.00418,68.8296,3.6,5.69,Moderate
AGRI-0480,Maharashtra,D5,Rice,Kharif,Black Soil,783.93,24.4,82.21,41.91,55.51,80.98,128.27,5.14,0.293,0.168,28.13244,70.03532,4.18,6.63,Moderate
AGRI-0481,Maharashtra,D3,Sugarcane,Rabi,Black Soil,1303.77,26.44,87.63,13.5,80.0,10.88,27.29,5.25,0.866,0.386,22.9537,69.7472,1.76,11.6,Healthy
AGRI-0482,Tamil Nadu,D3,Sugarcane,Zaid,Alluvial,618.39,22.59,62.45,12.83,36.2,80.9,25.34,6.14,0.673,0.314,25.68215,78.94762,3.89,9.36,Moderate
AGRI-0483,Karnataka,D2,Rice,Rabi,Black Soil,1413.41,21.99,86.23,25.43,69.78,31.72,80.17,5.81,0.707,0.395,16.3785,72.30888,4.33,8.7,Moderate
AGRI-0484,Tamil Nadu,D4,Sugarcane,Zaid,Clay,1403.95,18.76,67.08,17.36,116.93,13.12,28.83,5.93,0.226,0.653,30.66554,85.20411,4.49,7.68,Poor
AGRI-0485,Karnataka,D3,Rice,Rabi,Black Soil,622.39,30.87,64.61,32.1,66.33,77.82,130.48,5.77,0.714,0.388,25.02229,76.91497,6.65,10.0,Moderate
AGRI-0486,Tamil Nadu,D5,Cotton,Rabi,Clay,732.86,23.25,60.0,45.02,112.35,79.11,94.14,5.69,0.722,0.108,18.12317,81.91021,4.38,6.46,Healthy
AGRI-0487,Uttar Pradesh,D2,Maize,Rabi,Black Soil,1335.11,19.05,46.51,26.09,84.93,57.7,24.07,5.46,0.65,0.363,18.23516,81.05746,2.23,7.46,Moderate
AGRI-0488,Maharashtra,D2,Rice,Zaid,Alluvial,1413.28,22.62,35.2,42.42,41.11,55.95,25.67,8.27,0.384,0.592,30.04842,74.39706,5.47,8.94,Poor
AGRI-0489,Punjab,D5,Wheat,Zaid,Alluvial,837.78,34.04,48.28,12.01,83.92,75.05,105.77,5.5,0.523,0.568,21.83371,72.86335,6.48,5.65,Poor
AGRI-0490,Karnataka,D4,Rice,Rabi,Clay,703.1,35.03,63.03,18.07,75.66,72.9,132.86,5.72,0.257,0.408,24.9531,74.84913,2.9,5.57,Poor
AGRI-0491,Madhya Pradesh,D5,Sugarcane,Kharif,Silty,928.7,27.66,55.9,13.1,63.85,81.21,81.29,5.86,0.51,0.25,18.00885,83.93317,5.34,9.48,Moderate
AGRI-0492,Karnataka,D4,Cotton,Rabi,Alluvial,1106.55,26.32,59.67,23.81,33.16,54.22,97.64,8.27,0.351,0.379,13.36863,79.72554,1.6,5.6,Poor
AGRI-0493,Punjab,D5,Soybean,Zaid,Silty,650.82,37.56,88.94,44.69,65.84,87.41,131.98,7.64,0.424,0.438,25.36542,73.07077,3.06,5.38,Moderate
AGRI-0494,Tamil Nadu,D5,Cotton,Rabi,Sandy,1160.12,22.01,54.26,15.49,28.0,89.69,105.47,7.76,0.294,0.7,22.58777,84.35693,7.32,5.34,Poor
AGRI-0495,Karnataka,D1,Soybean,Zaid,Clay,406.82,22.31,59.87,33.83,30.86,19.32,51.47,5.37,0.341,0.487,20.03223,69.09519,7.33,4.23,Poor
AGRI-0496,Rajasthan,D2,Rice,Zaid,Alluvial,404.22,23.84,42.34,28.25,65.75,77.96,105.83,7.93,0.234,0.517,22.9765,81.98367,4.81,5.26,Poor
AGRI-0497,Uttar Pradesh,D5,Maize,Zaid,Loam,774.92,21.46,37.64,45.78,53.59,49.99,107.96,6.43,0.824,0.395,12.99885,76.78202,5.77,9.05,Healthy
AGRI-0498,Maharashtra,D5,Wheat,Rabi,Sandy,738.82,25.59,77.65,16.41,121.81,41.01,122.77,5.92,0.551,0.313,27.05453,82.62581,6.91,7.15,Moderate
AGRI-0499,Punjab,D3,Cotton,Zaid,Silty,697.2,36.22,66.39,19.63,61.33,59.05,106.92,7.02,0.458,0.588,30.75591,86.54923,7.69,4.69,Poor
AGRI-0500,Maharashtra,D2,Sugarcane,Zaid,Alluvial,890.12,30.31,76.84,13.06,103.36,14.48,155.69,7.88,0.555,0.397,29.38648,83.00068,4.17,8.75,Moderate
AGRI-0501,Rajasthan,D3,Soybean,Rabi,Clay,702.81,26.24,43.24,27.62,78.33,50.52,47.62,7.73,0.62,0.697,15.71446,76.83931,4.71,5.94,Moderate
AGRI-0502,Karnataka,D2,Sugarcane,Zaid,Black Soil,561.48,36.69,66.45,22.0,97.45,79.67,153.15,8.11,0.825,0.374,17.74414,71.01951,3.62,10.02,Moderate
AGRI-0503,Karnataka,D3,Maize,Rabi,Loam,690.42,18.97,48.95,43.32,48.61,27.08,95.37,8.25,0.305,0.141,27.40166,84.12702,1.04,4.54,Poor
AGRI-0504,Madhya Pradesh,D5,Soybean,Zaid,Silty,1422.39,22.21,47.54,33.78,123.61,44.11,114.07,5.83,0.387,0.51,22.28281,77.21411,3.67,6.64,Moderate
AGRI-0505,Rajasthan,D5,Cotton,Kharif,Sandy,802.22,29.32,35.63,34.11,78.31,85.16,33.92,6.48,0.863,0.128,21.14995,69.50625,6.43,7.01,Healthy
AGRI-0506,Punjab,D1,Rice,Kharif,Clay,839.18,30.31,42.17,31.15,111.45,44.29,73.28,5.05,0.44,0.25,30.23941,82.38111,6.54,7.63,Moderate
AGRI-0507,Madhya Pradesh,D3,Sugarcane,Zaid,Loam,984.2,18.79,52.01,15.31,60.16,38.67,127.71,8.08,0.196,0.312,20.8646,73.83704,7.19,5.79,Poor
AGRI-0508,Uttar Pradesh,D4,Maize,Kharif,Clay,1431.67,26.06,41.43,28.02,31.02,45.24,118.97,5.54,0.283,0.544,20.35853,68.97776,0.89,5.54,Poor
AGRI-0509,Madhya Pradesh,D1,Cotton,Rabi,Alluvial,615.76,30.98,89.22,47.98,94.11,51.56,25.62,8.02,0.198,0.397,9.00845,86.05502,4.45,4.55,Moderate
AGRI-0510,Haryana,D3,Cotton,Kharif,Black Soil,1099.41,31.96,51.97,42.07,20.85,60.56,96.52,6.15,0.873,0.117,9.66601,77.66202,1.31,6.74,Healthy
AGRI-0511,Punjab,D3,Cotton,Zaid,Sandy,1137.58,30.76,42.17,44.16,72.28,74.06,32.36,6.29,0.375,0.47,8.17809,73.61922,2.01,5.62,Moderate
AGRI-0512,Haryana,D1,Cotton,Zaid,Clay,1018.06,24.41,45.95,41.64,41.21,46.17,159.42,5.14,0.826,0.347,29.91786,82.32773,7.25,7.38,Healthy
AGRI-0513,Rajasthan,D5,Soybean,Rabi,Silty,447.44,19.87,67.32,15.71,89.01,75.4,145.62,6.14,0.877,0.653,17.80128,85.71805,4.23,7.08,Moderate
AGRI-0514,Tamil Nadu,D3,Cotton,Zaid,Alluvial,1094.56,26.54,38.52,20.19,127.74,52.7,22.95,8.11,0.6,0.4,19.24547,68.00614,6.19,6.06,Moderate
AGRI-0515,Haryana,D5,Sugarcane,Rabi,Alluvial,420.5,20.58,82.43,12.11,71.08,37.08,140.21,5.09,0.203,0.525,28.28929,81.75704,0.98,6.73,Poor
AGRI-0516,Uttar Pradesh,D1,Maize,Kharif,Sandy,1005.76,36.95,87.88,22.93,109.92,62.64,148.72,6.42,0.237,0.231,22.62191,83.34023,3.63,5.63,Poor
AGRI-0517,Madhya Pradesh,D5,Soybean,Kharif,Alluvial,1163.54,27.5,48.57,15.91,75.86,67.42,69.5,5.11,0.517,0.557,22.62804,72.19855,5.56,7.07,Poor
AGRI-0518,Tamil Nadu,D2,Cotton,Rabi,Silty,582.07,24.35,59.76,29.02,74.54,54.64,120.73,6.3,0.464,0.533,15.11683,77.79248,1.5,5.76,Moderate
AGRI-0519,Madhya Pradesh,D4,Wheat,Rabi,Clay,1275.78,33.33,36.22,36.38,122.35,14.53,81.89,5.6,0.604,0.642,28.0138,69.78572,2.94,8.02,Moderate
AGRI-0520,Haryana,D3,Wheat,Zaid,Sandy,383.39,27.96,70.24,43.48,117.9,23.59,111.73,5.88,0.487,0.12,11.97992,82.935,0.98,7.8,Healthy
AGRI-0521,Madhya Pradesh,D4,Maize,Kharif,Alluvial,1278.19,24.2,57.77,38.97,106.44,32.82,67.64,8.07,0.834,0.369,9.27559,84.94912,5.39,8.87,Healthy
AGRI-0522,Rajasthan,D5,Rice,Rabi,Alluvial,856.36,34.24,49.85,45.79,52.59,32.61,65.16,6.53,0.554,0.507,12.59848,70.16373,7.78,7.7,Moderate
AGRI-0523,Tamil Nadu,D3,Rice,Kharif,Silty,589.35,35.34,46.38,13.94,79.95,63.87,79.42,5.96,0.666,0.157,14.42569,84.32921,6.7,7.6,Poor
AGRI-0524,Rajasthan,D5,Soybean,Rabi,Black Soil,497.16,31.46,70.97,12.44,44.63,11.47,40.38,7.06,0.808,0.346,14.77547,83.4314,7.81,5.05,Moderate
AGRI-0525,Haryana,D2,Soybean,Kharif,Black Soil,1398.64,18.94,57.89,35.81,68.83,70.45,136.36,5.5,0.283,0.665,24.09233,74.93827,6.84,5.79,Poor
AGRI-0526,Rajasthan,D1,Soybean,Zaid,Alluvial,429.93,29.33,44.88,22.42,73.26,31.23,68.82,5.91,0.341,0.362,13.22779,81.80579,6.91,4.97,Poor
AGRI-0527,Uttar Pradesh,D3,Rice,Kharif,Clay,569.0,33.27,72.9,21.13,111.48,34.8,76.02,6.91,0.255,0.691,24.2398,68.00096,4.83,6.19,Poor
AGRI-0528,Haryana,D2,Wheat,Kharif,Sandy,732.6,20.73,66.08,23.91,118.56,52.23,145.17,5.83,0.278,0.134,10.18717,86.63595,4.39,6.21,Poor
AGRI-0529,Haryana,D2,Rice,Kharif,Alluvial,1032.26,22.57,82.23,21.71,65.61,27.27,89.53,7.38,0.539,0.531,11.53286,79.00766,3.55,8.03,Moderate
AGRI-0530,Haryana,D3,Sugarcane,Kharif,Loam,949.28,35.65,41.46,30.41,21.95,80.76,96.2,6.72,0.405,0.449,20.21171,80.40678,6.64,8.75,Poor
AGRI-0531,Punjab,D5,Cotton,Kharif,Sandy,488.21,18.4,78.21,27.85,114.8,16.83,153.91,7.7,0.476,0.4,30.1255,81.29319,1.87,4.88,Moderate
AGRI-0532,Madhya Pradesh,D2,Soybean,Zaid,Black Soil,668.7,33.05,72.04,30.45,39.17,45.55,144.14,8.32,0.868,0.683,28.62962,79.22738,0.92,6.62,Moderate
AGRI-0533,Punjab,D4,Wheat,Rabi,Alluvial,612.63,27.48,41.33,36.22,88.41,77.95,43.73,5.41,0.29,0.178,31.25008,85.13528,7.61,6.61,Poor
AGRI-0534,Punjab,D2,Maize,Kharif,Silty,584.9,26.94,73.22,25.94,22.75,59.27,86.25,6.17,0.559,0.638,23.6115,80.19404,0.53,6.43,Moderate
